gold-label:,id,prediction:
12,809201357127229440,12
16,810249129087614976,0
13,818573490815193089,1
4,804462006686232577,2
1,669951344988459008,4
1,711186945536303104,0
0,722218737873633280,1
4,791629169335603200,11
9,801909296149753856,0
2,688415161015750656,2
13,672674340782137344,0
1,729139011848044544,11
4,786942915029282817,4
15,707386966573240320,1
15,810542596359618560,0
10,690988460686118912,10
6,708710660570353665,4
2,793205983434665984,1
12,772473769247977472,0
4,675308435861282816,0
2,807956592536813568,0
2,800073333198888960,10
3,827000483768258560,0
2,659468794163810304,0
0,749394802081402880,0
14,749672594022903808,0
10,725483240388235264,0
0,782258012895453184,18
2,806063888362012672,2
0,657710697938227200,0
0,795563456120373248,0
0,721181472233639937,0
0,749289526997180416,2
15,805647187577171968,0
3,728841634184597504,0
0,665040097469841408,0
10,658746402957299716,0
7,677212503428964352,0
0,801986876726984704,0
1,822101709879177216,0
2,692707089253322752,1
19,703641424860979203,0
1,767773501151256576,0
0,681237382398611456,0
2,692122415669874688,0
2,704015283359490049,1
16,745400749849350146,0
7,759188507856347136,12
3,680296506126106624,0
5,693262215886082048,0
12,758064433268535296,0
18,774000928303222784,10
2,673268555366969344,2
0,820796734884446208,0
0,711589302350680064,1
11,773925106687016960,11
7,739622297728909313,0
9,760972127772155904,1
18,726527482590011393,0
17,673298817274535939,0
5,801933361199476736,0
16,662070942311383040,0
0,761236751813718016,0
11,795773541299929088,11
2,663595761184165888,2
7,680285462599184384,12
10,820326819865858049,0
2,687816688612564992,2
8,759932144047230976,0
8,774227133233106944,5
11,824121570738241537,0
2,692508425658503168,1
1,722170924745781249,11
1,689607409157984256,0
17,680085553203785728,0
0,672981737773793281,0
1,826884148694544385,0
2,718406918302220288,0
6,715638258848272384,0
1,717817477179244547,0
0,771431273009209344,0
6,655518674271408128,1
3,654791379759923205,4
15,787358464087564288,2
4,726951321270685698,0
1,732254631615713281,2
5,675383355840458752,2
5,704007877736964096,0
2,660576248154996736,4
4,761724755623960577,0
6,824763106513518592,0
1,786235750664855553,0
7,707269350386864128,1
5,694703527185289216,0
2,823244416966160385,2
2,720296191779450881,0
12,738488002352009216,12
1,799298729270513664,0
19,705163395272740868,0
0,701463009491705858,0
0,660247548683272192,18
1,720799229258518529,4
0,772544075404894208,0
16,662632859107270656,0
3,821069228627279875,0
16,690544151004344321,4
5,692882462435729408,0
18,786763792508133376,0
0,792519341933752320,0
9,761698980975747076,0
0,811254308377395201,0
2,786758128842969088,0
1,799316376657608704,0
8,713529696194007040,1
4,709816934037069825,1
5,775446265974910976,0
9,782703933030563840,0
1,797997412291727360,4
11,780433115756040192,11
16,674794020497833984,2
0,762069533590945793,0
13,816137577229066240,1
8,675139130238574592,0
3,690023568692924417,0
16,695787769738559488,0
5,660188312771149824,0
3,710563687904497664,0
12,738051063325032448,1
8,735635793771782144,0
0,757432120910512128,0
4,799374867762016256,0
3,764563077517807617,0
19,798519914546008064,3
0,788263303759921152,0
9,708485028611813376,0
15,801032142142590980,0
0,726562407628328961,0
1,655895873616916480,0
4,805460395737681921,0
0,732358710350110720,1
2,802047101073027072,0
0,782342985971216384,0
10,762386157929803776,0
4,816159276586717184,17
6,722073277162762242,0
0,764441373722284032,0
0,732249655237480448,0
7,714259476732317696,7
4,785638525077258240,0
18,775817352629788673,10
19,742317126669766656,0
2,803048022888194048,0
13,703613404288786433,0
0,819598410927861760,1
13,800059813623369728,0
4,712763856100020224,0
2,764154836111818752,2
1,675729948288663552,0
16,713392684430462976,1
8,769663946961874944,6
6,746064460863930368,0
10,661601761703149568,4
12,746913863191322624,0
16,729070384197341184,0
0,740043694963822593,0
2,732633686278086656,0
5,673257787103780868,1
1,674632246670815232,0
1,775444206689091584,0
7,670596350644473856,0
0,802041266284429313,0
2,729157383650484225,4
1,822903084439351296,1
18,818152129391185921,1
1,787199981392367616,0
19,759779520396333056,0
19,748296101246140416,0
18,797599922535206912,1
14,735339999936294913,10
4,768954481530773504,0
2,790320327473717252,10
18,808387069986779136,0
1,704755325744844801,0
5,785673493677379584,0
6,737807226870599680,0
14,775108953306869760,12
1,782366678529220608,2
16,726945958529921025,10
14,771535137049710592,0
0,813692271996518400,0
13,667493352166850560,0
2,746397284213063682,2
0,721770303907442691,0
0,745632897449754624,0
7,709063942585368578,0
10,803625475167965184,0
11,749672738424557569,0
2,804813707339403264,2
18,821364669373743105,18
6,823603832575950848,0
2,728411023036829696,1
1,687479146117771266,0
16,655427433362010113,0
12,766040606208626689,0
10,732774603651731456,10
0,815486743122182144,0
4,665233623612678144,4
0,670827547085701121,0
0,826812160890150912,1
0,655754385281150976,0
4,694244182831947776,0
0,768153727278649344,1
10,791030270598283264,0
15,770808472896016384,4
13,818266227206258689,0
18,795486531175809025,0
1,801245823950405633,1
0,720796129139404800,0
13,738821849514151936,0
0,770707980694216704,0
6,772217756246827009,6
12,721377564984365056,0
0,767914079805669376,0
0,785674810932072449,0
1,666059786627092480,0
9,659915585388732416,0
1,661381562806763520,0
9,700789352117325824,0
0,814639198024171520,0
0,663721661041012736,0
18,681541384462012416,1
0,704504014696812544,11
19,738545297727578112,0
0,824693409432559616,0
9,696518527155462147,0
0,721766449421783040,1
8,809874687152955392,0
2,772167090514132996,0
5,666427741906972672,0
14,792811744087404544,0
0,807377750231162880,1
13,660628492086677504,0
1,786716029309292544,0
14,694641536764612609,1
13,747266932940873728,2
17,799073534999982080,17
8,678111656820502528,2
8,772646992094830592,0
0,663482994213044224,0
6,662664567466557440,0
0,769744679650881536,2
0,747144526326824960,0
11,788961803338264580,4
0,816765409408012288,0
10,720338524176826368,0
0,655496006818099200,0
11,747116109380333568,12
2,660317085332078592,2
7,798298257013100544,18
1,747690609322893312,0
0,819714152746876929,0
9,768250092293918720,0
0,813432290940329984,17
3,769558600083578882,0
5,799257875159732228,1
8,667173329502117891,0
8,762861508803997697,1
0,767510101724979200,0
2,687116307666350081,2
0,702606738017624064,0
0,661380666760814592,0
13,781340121182380034,0
2,775500951683596288,0
1,735120406236041216,1
15,709606251701932033,0
4,797913989548154880,0
6,824366787118632961,2
0,704099187659513856,0
7,802157831931789312,1
0,810327353163386880,0
18,762434712585416707,18
0,736643183166246912,0
0,800167058914865153,0
3,754832659700854784,0
9,705942423281786880,0
6,815689059511058432,1
4,719644581772599297,2
3,665659321481474049,0
0,797908241191682048,0
9,658439296572129280,0
13,714868534761762817,0
1,689986237655093248,2
17,803743097364484096,1
4,713787071492726784,1
9,743425260238704640,0
1,768439268922359808,0
1,763708637651038208,2
6,675691959843975169,0
8,665270369897603072,18
1,806247631781511168,0
0,673982355007283201,0
12,788960901672108032,0
3,660913300104986625,0
2,811032274439389184,0
2,659330078531264512,4
6,793281565069602817,10
1,655875261330755584,0
1,669164404005593088,0
8,758368273566236672,0
15,743312449579868160,0
1,794706080827867136,1
0,760123541497012224,0
19,670763383940063232,0
15,727672658486276096,2
0,671172309424594944,17
19,747219066134339586,0
1,774267165012729857,0
2,745753245130203136,4
7,669303325712474113,0
8,726091238705868800,2
1,701538019145228290,0
0,787772024894566400,0
7,734612845518848002,0
19,812711813058019328,1
8,818221390247723009,0
0,708041934019821569,0
0,805471995454427137,0
1,797837774950801408,0
0,691144107553615872,0
5,764235735880855552,18
13,718228173591289856,0
7,804442855058055168,1
6,668981026337767424,0
0,775972061130985473,0
2,657719786223202304,0
2,691404436984430596,0
10,805294146881732608,0
0,711156353184636929,1
12,822911837285052416,12
0,764292158539128832,1
4,677576769050910722,0
0,695066935998820353,0
19,680892253083201536,0
0,707374052663562240,0
7,804460988007411715,0
2,797512771747381248,2
5,688959141147095040,0
4,689214438646362112,2
19,762843266148478980,0
4,800553403050930176,4
11,710452201739563010,0
0,824756147768930304,3
8,792549563143954432,1
0,703698873571635200,0
2,807388343503847424,17
2,822202234146586628,2
8,810132619400613888,18
0,803801414895968256,0
6,738724224567803904,4
11,663365306400772096,0
3,713469713326743554,0
0,721072523467620352,0
0,658134920565534720,0
5,679915680297136128,0
2,665779034257756161,2
1,788209863163797504,2
19,721759418652749825,0
0,695435214605058048,0
10,759954546353246208,2
19,825469015875260416,4
12,770656260924379137,0
0,762066803602362368,0
10,675390183651545088,4
16,758459158970654724,2
0,825776776550957056,2
5,732021141838135297,10
0,691093945405804544,2
0,787423948325720065,0
5,692410096102445056,1
0,667545387604004864,0
1,674797480735866880,1
14,764983489049595905,0
19,716032208398598144,0
0,771202578818359296,0
4,693822903020687365,1
5,743497135262437376,2
6,814149474180206592,6
13,715733252267503616,0
1,708864655859589120,0
18,719972840938848256,10
15,654524317208870913,2
5,772221521494478853,0
7,712336467809284096,2
12,659458696821547009,0
14,655567714061295617,0
2,759422016541818880,0
15,667099707240394752,2
3,804488890765680640,0
16,673654924559777792,0
6,718934024031465473,1
6,659832197692694528,4
8,709407786443149312,10
6,735413177731670017,0
17,674759453535768576,17
0,789640322917761024,0
7,655894676386508800,1
2,669288683346919425,2
1,823642558937055232,0
17,675882819306950656,17
2,679302182479380481,2
0,766155676452163584,0
0,666049752912498688,10
13,655418530062426112,1
8,709451687572811776,0
3,800423130380562437,0
1,767571274772062208,4
3,781344005762093057,0
7,761250219682136064,4
7,818631031720968192,0
1,747214442337808388,0
0,660259394140160001,0
2,737043273278214144,2
17,677324832531435520,0
16,749110116507537408,0
11,744268940986159104,11
5,782090911681425409,0
7,728282100735066112,0
6,770342128308326401,2
6,716404757544435713,0
0,746503728400859136,1
0,687119608407539712,1
6,712828575418867712,0
16,721154584178245632,2
0,735538008993234944,0
4,690241931721490432,0
6,772298627460890624,0
0,671922270596685824,1
19,681273824856391680,12
15,691405439569940481,0
1,748995583377940482,1
2,722214599357898752,0
2,805165334479060992,1
10,693588685221150720,4
13,826258388279402496,0
0,797973088247881728,12
0,759927577154842624,0
13,782633206205911040,0
12,693901960903270401,0
5,657972517982728192,2
1,674340500862824448,0
0,811476464516403200,0
19,702192362504650753,1
0,673306641945751552,0
9,720925682931380224,2
16,814907148593405957,1
4,743137148119953408,0
15,801522738602983424,0
7,815711883231711233,0
0,765555483767889920,0
1,668490293767991298,4
0,800159329647206400,0
4,688163124462026754,2
1,715394166071496707,0
1,760567707960012804,0
0,700736150755868672,0
3,693857332103634944,0
0,786300701672472576,1
2,786221792641871872,2
0,739554067853115392,1
5,796914751775318016,4
2,757680062229520385,0
13,768232134628679680,0
2,824110830832717828,2
0,678377355534987264,0
4,773207221656129536,4
0,805566618860294144,12
5,814975308163973120,0
0,656661685319680000,0
2,710662717485535232,2
0,746432268583874560,0
0,664549357618724865,0
7,663728651037507584,0
4,693611513823784961,4
2,661003275567763457,4
1,728399585836675073,0
14,802068266705371136,0
9,798015145406529536,0
8,678006991227215872,1
6,810400409357520896,0
18,786749095062999040,1
1,715179412627525632,0
16,767886621844930561,0
2,669348843104833536,13
0,695407032296349696,0
14,817403073161293825,1
2,812394973031186432,0
18,757706514262069248,18
2,659564801283244033,2
4,803262334269607936,4
7,771410129291915264,10
9,679867219350843393,0
1,710147595155468288,1
1,797986163575242752,2
0,667343232901206016,1
1,747820067841318912,1
3,798717343530684416,0
1,769653701657108480,0
12,797980463159611392,0
0,798927077944606720,0
19,769726278031192064,2
9,708693756153892865,0
2,758112700312412160,0
1,669203012720549888,0
2,744361950226808832,0
2,659571822871093248,0
3,799344666327908352,0
13,687144298731589632,0
3,661820750429487104,1
18,789512858291830784,4
1,734775140672737281,0
1,688283804213985280,0
16,708861921512951809,16
6,765909115856154625,0
11,772441793963126784,0
0,761506509826224128,0
0,823329792862797824,0
16,674837533386231808,18
6,675153112886353924,0
5,803723785048379393,1
13,769031271490195458,2
0,747455057260646400,0
3,708873537247952896,0
2,710928395522146306,2
1,701430353861419008,0
2,782073491847680000,1
9,767519323602690049,1
5,821871074329493506,0
8,743258922862075904,0
5,739092147035602945,0
19,668088916466012160,1
19,792004413267337216,2
13,767706962649817089,0
16,716272884998516736,16
15,671832269208870914,0
10,701139709372796928,18
6,732277833024802816,1
17,670412222724767744,17
10,775511119146483712,1
1,769962614940205056,1
6,759536674888122368,0
0,665691685268135936,0
0,657802106649358337,0
3,660154581268189184,1
6,797963407773208577,0
0,810243751193051136,2
0,721879962643468288,2
13,772296554514231296,0
3,761386532548780032,0
12,706685028709867521,0
1,826841452755902464,1
16,816717412921987072,0
0,765986926578900992,0
17,813233944267202564,17
2,660963942387351552,2
13,707703264234512384,0
0,735909856176132096,1
1,660992217570390016,0
0,747782998553034754,0
2,677678613148377090,2
4,660243380321067009,2
4,657695800580026368,0
11,796167386248445953,10
1,705061488898252804,12
12,696846032647405570,0
6,681184549330661383,0
9,775457207123111936,2
0,771846169123250181,0
19,655871531688570880,1
0,674726203291340801,1
5,704678995405582336,0
7,745402963489751040,0
13,675505560909971457,0
8,794975519129436160,2
0,790514023519223810,12
18,732304308528680961,0
8,714451950700507136,0
16,807964277273464832,0
2,675860694927998976,0
14,804859024747495424,2
16,674409239662739456,0
0,680859774154596353,0
15,825429937012224000,0
3,663480658157768704,0
17,805207160019910656,0
3,744962091870621697,10
0,781501797546491904,0
1,655569147422609408,2
0,801871731711508480,0
0,657184569708453888,0
2,780184024740397061,2
1,739221077403049984,1
0,804761008782897153,17
10,695678868628369408,0
1,660055913915531264,0
0,738089095935733761,0
0,658370492005548033,0
2,814741268936986624,2
18,687303820045631488,1
7,734772903305060352,0
0,803726429389090816,0
2,811817290492772352,2
6,775691190083747840,2
1,813905215036555264,0
17,671070349103144960,0
19,704874361665273856,0
9,791116877732966400,0
5,818482861292462081,0
4,816349110462726144,4
5,726513687163346944,4
1,662670259732762624,0
14,655784820560252928,0
0,768947057717641216,0
7,800604968113815552,0
2,658998932018626561,0
9,690965235117789184,0
15,708770754473664512,0
15,713753670324776963,0
4,725839582252683264,4
1,674401539142758400,2
0,768957702722555904,0
2,759501236098007041,0
5,677497252412166144,0
12,786908534021754880,12
10,665697615615512577,0
4,689522404150898688,0
19,667067123882188801,0
1,664258715130994688,0
8,706608566904426497,0
9,811783437782777856,0
1,743964263061020672,1
0,762203629373751296,1
16,811223129951453184,1
1,654727613928214534,0
12,702522939854483456,0
16,759515582232485889,0
5,812645186626928641,2
19,739195126875074562,0
1,657271266395729920,0
0,775789137425203200,0
0,709106108774916096,2
8,714578614373646336,12
6,824793099058737159,0
5,804903220950822912,0
0,821086016958242819,0
10,668634300355604481,0
0,765991488236969984,10
15,809560437385732096,0
7,746742910637453312,0
0,673539744547119104,0
0,715732566536503297,0
9,712813207438626818,0
14,825347731237449728,2
13,817498531170844672,0
1,794606895667576836,0
16,759901249043042304,0
6,726195511825408001,0
14,726014492237258752,0
15,711610968359489536,0
0,802761337159811073,0
1,780435185926021120,0
0,691117208336994304,0
7,654766298589626372,0
16,729062140900999168,1
14,757699153573052416,4
0,731996096948543488,0
13,691135790009561088,4
0,787466580380770304,0
2,656503564043464704,2
15,655300011312480257,2
1,805242866314317824,0
2,705260823858511872,2
11,746340690821586945,0
5,709534345833226240,4
18,696522433021411329,0
1,770089858106855429,0
8,694747349059530753,0
0,709765859577700353,0
10,663809251840827393,10
7,657729198392516608,0
3,775354055833116672,0
7,787181237735596032,2
3,785315555083419648,0
2,657207979633176576,0
2,811701467556016128,0
3,719383832156180480,0
11,760689067344404480,11
0,693248922148552704,0
9,772559095945687045,0
0,664815212248231936,0
2,825742946901258240,1
0,810593516283953153,12
3,762323501394960386,0
2,714183437326921729,0
4,804501191631765506,0
10,673411773383446528,0
8,696051725921345538,0
5,772224744766791680,0
0,674839202450841600,0
2,654870563119198209,0
1,813546413175017473,7
0,825185137604296706,1
14,658016266167451648,0
7,726472523399892992,4
0,748162647376400385,0
2,813106694523940864,17
14,705822902411657216,1
1,657631012789309440,0
0,732023191758077952,0
0,725512786311303168,0
5,658441519993638912,0
15,759028033856516096,0
8,688140009925296128,0
1,675784587516231680,0
5,680083006695051264,17
0,711013242823376897,0
0,675813300878237696,0
3,787452750762156032,1
0,804868196541071361,0
11,790744873955495936,11
3,743511998995046400,0
1,787670584427704320,0
15,681098249437069312,4
9,780573345997844480,0
4,774682186381352960,4
2,800907535150518272,2
9,656238010955124737,0
1,803096840249995264,0
0,810867765020131328,0
8,769413603522994176,0
0,689401798914760704,0
17,676200362731249664,0
9,706229595188629504,0
17,680433634659061760,0
13,809866438634852352,0
14,714645496116224000,8
2,823319793143087108,0
1,817375884269207553,0
19,772189523400912896,0
19,674088005712281601,0
0,686909358731444224,2
0,656868466448822272,4
1,744615707380375552,1
13,774686141668786176,12
2,770535471520763904,2
0,825523517584191488,0
3,678108481895841792,3
2,720671886716321793,0
11,759122137877737472,0
15,661010200501972992,0
2,809894001264435200,2
5,696465295658119168,0
2,694718914157088772,0
4,804810318136360964,0
0,818193060307894272,0
2,679493502942588928,13
11,797144480512086016,0
5,693653150771847169,0
4,781611679582826496,4
10,719673549577826305,0
2,782367218839515136,2
0,809623126283718656,0
1,708826459553603584,2
1,807254932663443456,2
3,738185859757936640,0
9,681596223577550848,0
0,775014832101814272,0
1,691094091942215680,8
15,768945830241964032,0
6,712649052345778176,1
3,818239007108648960,1
19,801569014333972480,2
2,758809702637580288,0
1,662844720641544192,0
15,711613397880676353,0
9,814919391343210498,0
1,656964450839216128,0
11,739886189474394113,11
0,774741035071180800,0
11,675386427325210624,11
0,768889810719301633,2
2,792588617201745920,0
6,673628456215814145,0
2,720108015471456257,1
5,743634147772510208,12
16,762315900984975361,2
5,823373764046057476,0
6,703698345294827520,0
0,696223949785587712,0
3,732399586854113280,0
4,765673472366252032,0
17,804123748811030528,0
3,745299365258895360,0
13,701808236891127809,1
11,748620161398120448,11
8,738109547747778560,12
14,708750341278449665,12
2,773313164830056448,2
0,770850811496787968,0
5,696487547740954626,2
1,787263019512455172,0
1,675441808923602944,0
0,722089425828724736,2
0,787303397103763456,0
2,798357698274332673,4
8,825459046736068609,0
17,679444337084612609,0
16,782636209247969280,0
0,693913961255690241,0
0,749708422229135361,1
1,806341904589848578,0
9,710818878931267585,0
4,780555751370596352,0
12,720789394337042432,0
2,655922039904071680,2
6,709805593926602752,0
0,729350950989746176,0
1,675756942783062020,1
5,666033289518518275,1
0,735972934540484608,0
17,680500673969008640,17
8,722055868628475904,0
5,719559370850365443,0
2,681327549780209664,1
9,807235604153036804,0
13,793453313534537728,0
9,657175727746318336,1
0,713205728966680577,0
0,785256868990058496,0
18,785630677857251328,4
7,790657172120231936,0
13,813862090049875968,0
2,716154398435631104,0
16,761288765688147968,0
11,656928452344487937,11
4,826582282886586368,4
2,802351039420727296,0
16,816763815979270151,0
13,735537094249086977,4
1,757395069859160064,18
17,680065759419195396,2
2,785606124884070400,0
6,817513641834594304,0
1,663455960824983552,7
0,679280368223191040,0
8,786260736980975616,0
1,688435521886896128,12
16,704201853106454528,0
0,759755911732813824,0
14,742797438029844481,0
7,679525994466820097,0
5,747987248847650817,11
0,764990595765047297,1
11,676140804340097024,11
3,678639201701769216,10
0,666005584844619776,0
10,695755313564225536,10
1,822224582518181888,0
16,677098804839976960,0
2,787808183419043840,0
11,793202891716788224,0
1,819280519200468996,0
13,709135058959990786,0
11,661686635768213504,11
10,673272919540142084,0
13,654448249806397440,0
0,670781005649879040,0
2,810612825483857920,2
3,679854241041747968,0
10,679377231227912192,1
3,709849710652035072,0
8,787467099274747904,2
11,749397531797356544,11
0,745400869391339520,0
3,781916884136583169,0
3,690398520541646849,0
0,744587532952870913,0
2,679513094859702273,2
8,801585702186020864,0
2,662087185038860289,2
9,668151127880413187,0
0,758638332570169344,0
0,655425492099710976,0
1,780462775118262272,0
4,816174572152102912,2
6,721000813477392386,1
0,825181978379112448,0
11,825114074186870784,0
7,820632813611327488,0
2,760620787833434112,6
16,658188742092566528,2
7,739841360027521026,1
0,813213574864760832,0
0,673948374966648832,0
13,659356181559910401,0
7,663847452022149120,0
10,657552621247557632,0
7,712251669564809216,0
0,701859787072413696,0
2,820453756093562884,0
0,732423378137579521,0
13,800074196357234692,0
10,807397488630132736,10
0,734622164415066112,0
18,807693442553810944,0
0,739616409244848128,0
9,722220496343973893,0
10,696509218958868480,0
5,709900232688078848,0
12,761224194793275392,12
19,749378626261426176,2
17,807626767649247232,17
8,759928570001166336,0
0,809934835351482368,1
0,736801707179446276,12
0,725838763717328897,0
0,764873552659116033,0
0,738504069338255361,0
13,694723774965350400,0
4,787359143225024512,4
1,721434166676422657,0
0,760873775281954816,0
0,721433809594486784,0
3,810328465996034049,17
8,744685965554356224,0
0,780986719025889281,1
6,670410645762887681,0
15,817203882015227904,10
16,804828480470806528,0
1,729408408617652224,0
0,772409849762025472,11
11,768605982154973188,0
0,807795022951313409,0
1,799766989778526208,1
14,808064150836387840,2
0,715997688752422912,0
10,666711943927869440,10
0,722186392596574208,0
11,774977755897139201,11
11,798950243974938624,2
2,660182978031517696,2
7,711250288334794752,0
19,705634092218322945,11
4,754819327401099264,4
10,816304100069490688,0
14,772254102000701440,2
14,801131446844805120,2
17,673346792726114304,17
1,812442243231580161,0
18,693981526111850496,0
10,710610088537497600,0
17,809954231935500288,17
10,804106974359093248,10
7,679435471622139907,0
1,748722023568900097,0
3,734861077536739328,0
3,713546968937529344,0
0,793220425723416576,0
4,772091374472749057,4
0,706280319805235201,0
3,788152899775844352,0
19,704125574252396544,0
0,725908747357310976,0
0,795020619683397638,0
7,769959734824828929,0
0,701256244837924865,0
1,714613310134554624,4
11,749355431856902144,11
2,656955999006277632,2
15,760859415478202368,0
6,758695497112530945,4
13,794958789384564736,0
0,729400667081576449,0
19,757417962718502912,0
6,677244273931218945,2
0,674993007670730752,9
18,794201575040438272,10
8,758437622410833921,0
9,693575150071992320,0
15,742528246588145665,1
9,798712389810069505,0
14,744275770441359360,0
0,737842130165583872,0
13,786427502759645184,0
3,746354545383604224,0
4,713835999806287872,2
0,822220647141142532,0
19,701430722100387840,0
3,801801786793132034,0
0,666763190936584197,0
1,749338910887739393,0
13,795039940514091008,6
5,812757942369996800,0
19,726143125916364801,0
0,713372272761901056,0
5,667711488833028096,2
0,774615165798977536,4
0,712097987271507968,2
1,720626110011088897,0
19,744675776285446144,0
0,695609334525513728,0
16,771392509117431809,0
12,748883719071625216,2
0,805959580710817792,0
5,795629910211657729,0
0,720434665912406016,0
4,744318872983994370,4
0,772159174914478080,2
6,658344464461746176,4
18,736035070818013184,1
1,763554357493264384,0
2,657235568917659648,2
0,768552458419404801,0
0,693201835209945090,0
12,788960318072512512,0
8,669230059320832000,0
2,687655347453095936,2
15,803738534825734145,1
0,657761642479009792,0
0,791432654197432320,2
5,656666828857614336,0
0,711606196042670080,0
13,782332866738982912,2
2,693841808510484480,0
0,789468583206199296,0
9,655790697946202112,0
5,727904865708466176,0
3,658071607496343552,0
1,818207809951047680,0
2,817181125500137472,2
0,738464205100224512,0
15,758031824417423360,0
9,701585001465274368,0
0,710266990926176257,0
11,716450392788377604,0
18,792621649803685888,0
0,678968237753806848,0
0,678658662567661568,0
0,820328744212660225,0
7,720222274121404416,0
1,771113510528880640,1
1,669358906607554561,0
0,667884809180573696,0
0,795299423244824576,0
9,668627471021961216,0
9,669978106631974912,0
2,808748012323209216,2
1,678961288886677504,0
3,781170297290358784,0
4,816021163189137409,2
0,774412524833898497,0
2,807994842525605889,1
8,691100293379915776,0
0,737095399488540673,0
3,694388966062215170,0
0,735525062246203392,0
19,663892366273695744,1
2,655908061618442240,2
12,658441353479630848,0
9,806307471279161344,1
1,655490281454702592,0
7,744345569074655232,0
2,717003677567950850,0
1,775850189999308801,0
5,679500866655752192,0
2,710715164266344448,1
4,811100731939897344,4
17,812338608707403777,0
3,677335462105718784,0
0,815730305713795073,0
7,799434939766865920,11
6,696119117284274176,0
8,744426075451723776,0
8,792473745298423808,0
2,762868791550185472,4
1,715996295761104896,0
0,671850153125486592,0
5,786565744649658370,0
0,770778352684851200,0
1,655957811625644032,2
14,782371483142254592,1
18,801546827468328965,10
2,655882802596937728,2
5,767580665667788800,0
15,659947309711495168,0
1,681592869971476480,0
4,712086237520273408,0
14,795798861860073473,1
7,662098745920737280,0
1,759527745319645184,6
2,791472906718973952,1
0,712152763166302208,0
0,795089081264783361,0
4,824964609211789313,0
3,769699406010396672,12
15,719285555079450624,0
0,675406793128976385,0
1,740052218360037376,0
1,765316919696261120,0
15,681251960167763968,0
0,662791624158658561,0
0,764488477102657540,0
8,656273167791628288,10
2,742542265416028163,2
8,706879304454504448,0
0,789184654179827712,0
1,667887439688704001,0
5,655982673664544768,0
0,660123193001304064,12
15,746351959532175361,2
11,768558019944779776,0
0,658143576036085760,0
6,716680936453251077,2
18,763500645064122368,0
2,746585125165596672,0
0,743997865249247234,0
1,702367466618556416,0
8,792498002309120000,0
12,781570133340909568,0
0,716672049742159872,0
2,704096763326517248,2
0,681192074625069056,0
11,764364558626656256,11
2,793314984717590528,0
0,654443999743315969,3
0,772275185336455168,0
3,746929364726583296,0
0,772168541516816384,0
3,805854964115505152,1
2,675768467832897536,0
0,667393133445935104,11
0,726017123953328128,0
3,773318348461531136,0
5,809756504953909249,0
9,812439369243987968,0
2,814663082043707392,0
0,709959658321141760,0
4,661716640896167937,4
18,802636040825610241,1
0,704172688697241602,0
12,713082488613023744,0
3,758092174902779905,12
8,746218218830733312,4
4,739325916627750912,2
2,705285494754537472,2
5,763162344356589570,18
3,748216775192547330,0
12,801883984854708224,0
7,803035498616754176,0
2,657286371313258496,2
0,800875090997084161,0
0,758497443671597056,0
2,802655954890145793,0
7,758055189874110464,1
0,782212325281378304,4
7,826479014978134018,0
6,737100500626198529,0
14,810546236579188736,2
0,708037432000716800,0
10,728373076782624768,0
16,798954943407390721,0
10,802291459592310784,0
17,678065826394718208,17
0,665406357600903168,0
0,667143044760645632,0
16,669200096765026304,0
18,803413699654516737,0
11,796349727616933889,2
0,763466183739932673,0
0,656216564878999553,0
19,809990022896242688,1
15,749657152973832192,2
3,743205247326224384,0
9,680398838088110080,0
13,762812934645055488,0
3,798321206969573376,0
0,711359990657785857,0
19,660130708195799040,0
0,787843945522991104,0
18,716344520686833664,12
14,746480000279449600,2
0,713801477291184129,0
9,792827498681634816,2
0,792016939979714560,2
1,749591369832734720,0
5,677537893611622400,0
9,795054508908933121,2
2,714241670410342401,0
3,721836191943761920,0
6,696012296351412224,4
3,800143075267854336,4
0,743935242843500544,0
18,794377652467630080,4
0,770640179698819072,0
0,692742263059931136,0
7,690443094190362624,0
1,679171118914121732,2
0,655197992576663553,0
11,797082326509359104,11
12,687695653825150976,0
12,709440883641458688,0
4,749636666579570688,1
18,739179475083132928,0
4,814968420978556928,2
5,803235401221607426,0
2,745776837213622272,2
0,748243673079492612,0
10,681252277911425024,0
3,801544269643268096,0
0,786588547226726400,0
1,710135728718659584,0
8,715622351744929794,0
14,807251079272525825,0
16,661699110219751424,0
6,789901890792423425,1
0,790025734962057217,0
12,666399515931508737,0
0,665342005505978371,0
15,804375843359379456,1
15,732370032412360705,0
10,786307236373073920,0
1,681184434784210944,0
0,760906458401832962,0
0,768541137346977792,0
12,745002672323858432,0
19,800879521843056640,0
10,658659100226662400,1
8,712342322252550144,0
6,692420438543065088,9
10,808884452323721216,0
13,738933286240702465,0
11,805174626011713538,11
7,808310754101362688,7
10,654386568879321088,0
2,660236614614953984,0
0,663139221415305216,18
4,764915547951685632,0
7,810649513463422976,0
19,735638065415327745,0
2,716391519503183873,2
7,705444955981017089,4
1,824411551889313792,10
0,781259776965615616,0
12,687768228559499265,0
15,817964299637444609,5
1,742915361755045888,10
8,796154527745384448,0
8,762031580386820096,0
19,771319110902743040,4
12,674972108871438336,0
10,700939478106566656,2
15,802708736103976960,2
18,709221509244432384,2
10,663128852567228416,2
8,743931531836612608,0
15,796437862770245633,15
0,738932399149568000,0
12,767648621034663936,12
19,732717096652705792,0
1,792773991735918592,0
15,696362711815430145,0
17,809933619171102720,0
